Tema;Pregunta;Respuesta 1;Respuesta 2;Respuesta 3;Respuesta 4;Respuesta correcta;Porque
7;¿Cuál de las siguientes no es una mejor práctica en el diseño de la experiencia conversacional?;A. Incluir un diálogo para pedir ayuda o finalizar la conversación.;B. Utilizar exactamente las mismas respuestas cada vez a una misma petición del usuario para no dar lugar a una interpretación incorrecta.;C. Mantener los diálogos breves.;D. Añadir variaciones a las respuestas;B;La variación de las respuestas (sin alterar su significado) genera en el usuario la sensación de estar conversando con un humano. Lo contrario genera rechazo, porque evidencia que se está hablando con una máquina.
7;¿Qué diferencia a un skill de un chatbot convencional?;A. Una habilidad o skill es el tipo de bot que interactúa directamente con el usuario.;B. Una habilidad o skill es un bot que no interactúa directamente con el usuario, sino que proporciona una funcionalidad determinada a otros bots.;C. Una habilidad o skill está programado en un lenguaje diferente que un bot convencional. A pesar de ellos, ambos son interoperables.;D. No existen diferencias, dado que se trata de términos utilizados para referirse al mismo tipo de tecnología conversacional.;B;Estos bots están especializados en determinadas tareas, y su uso por parte de bots convencionales facilita una arquitectura modular en la que las tareas pueden ser reutilizadas en diferentes escenarios.
7;Modelo E (P19) ¿Para qué se utiliza la opción “Conversational Boost”?;A. Mejorar el tiempo de respuesta del chatbot.;B. Proporcionar interacciones más atractivas y personalizadas.;C. Reaccionar a escenarios no cubiertos por temas existentes mediante el uso de fuentes externas.;D. Traducir las respuestas del chatbot a diferentes idiomas.;C;"Porque Boost conversations sirve para responder cuando ningún topic cubre la necesidad, usando una fuente externa (web/OneDrive/Bing); Tema 7, Copilot Studio → Respuestas generativas, pág. 16."
7;Modelo E (P20) ¿Para qué se utiliza “Create with Copilot”?;A. Generar temas automáticamente a partir de una descripción.;B. Entrenar el modelo de lenguaje del chatbot con nuevos datos.;C. Conectar el chatbot a API externas.;D. Diseñar la interfaz de usuario del chatbot.;A;"Porque Create with Copilot automatiza la creación de topics a partir de una descripción, generando nodos y flujo; Tema 7, Copilot Studio → Creación de topics, pág. 16."
7;Modelo E (P21) ¿Qué sucede cuando la solicitud no está cubierta por ningún tema en Copilot Studio?;A. El chatbot ignora la solicitud.;B. El chatbot muestra un mensaje de error.;C. El chatbot le pide al usuario que reformule la solicitud o la escala a un agente humano.;D. El chatbot busca información relevante en el sitio web de reserva.;C;"Porque si la petición no está en ningún topic, el bot pide reformular y, si sigue sin poder, escala a humano (topic Escalate); Tema 7, Copilot Studio → Creación de topics, pág. 15."
7;Modelo D (20) ¿Cuál es el propósito de la prevención de pérdida de datos (DLP) en Copilot Studio?;A. Proteger la información y minimizar el riesgo de fugas controlando el uso del copilot (p. ej. restringiendo canales o exigiendo autenticación).;B. Evitar que el chatbot se utilice con fines maliciosos.;C. Asegurar que las respuestas del chatbot cumplan con las normas de privacidad.;D. Hacer una copia de seguridad de los datos y la configuración del chatbot.;A;"Porque el tema explica que DLP se usa para evitar fugas limitando canales y/o haciendo obligatoria la autenticación; Tema 7, Protección frente a fugas de información (p. 19)."
7;Modelo D (21) ¿Para qué se utiliza la moderación de contenido en Copilot Studio?;A. Evitar que el chatbot genere contenido ofensivo o inapropiado.;"B. Asegurar mayor precisión de las respuestas (alto = más precisas; medio/bajo = más cobertura pero posible inexactitud).";C. Controlar la longitud y complejidad de las respuestas del chatbot.;D. Limitar el número de temas que el chatbot puede manejar.;B;"Porque “Content moderation” sirve para acotar el alcance/calidad: en High da respuestas más precisas, y en Medium/Low puede ser menos exacto; Tema 7, Respuestas generativas → Content moderation (p. 17)."
7;¿Cuál es el formato habitual de respuesta de las APIs de Azure Cognitive Services?;A. Texto;B. YAML;C. CSV;D. JSON;d;Estas APIs devuelven resultados estructurados normalmente en JSON.
7;¿Cuál es la principal ventaja de un buscador semántico implementado con Azure AI Search?;A. Menor latencia de respuesta;B. Menor espacio de almacenamiento de los contenidos;C. Mayor precisión de los resultados;D. No tiene ninguna ventaja sustancial respecto a un buscador tradicional;c;La búsqueda semántica mejora la relevancia al entender intención/similitud, no solo coincidencia literal.
7;¿El servicio Form Recognizer permite reconocer campos y valores sin necesidad de entrenar un modelo específico para nuestros documentos?;A. No, siempre es obligatorio entrenar un modelo específico;B. Sí, usando modelos preconstruidos/plantillas para ciertos tipos de documentos;C. Solo si los documentos están en formato audio;D. Solo para facturas y únicamente con entrenamiento;b;Es verdadero: puede extraer campos con capacidades preconstruidas en varios escenarios sin entrenamiento específico.
8;¿Cuál de las siguientes no es una característica del servicio Computer Vision?;A. Detección de objetos.;B. Clasificación de imágenes clínicas.;C. Reconocimiento de texto manuscrito e impreso.;D. Paleta de colores.;B;El servicio Computer Vision reconoce un amplio abanico de información contenida en una imagen. Sin embargo, es Azure AI Language quien puede realizar el análisis de textos (no imágenes) clínicas.
8;¿En qué se diferencian los servicios Computer Vision y Custom Vision?;A. En Computer Vision se proporcionan imágenes propias para reentrenar los modelos de acuerdo con categorías personalizadas.;B. En Custom Vision se proporcionan imágenes propias para reentrenar los modelos de acuerdo con categorías personalizadas.;C. No existen ninguna diferencia, son dos nombres utilizados para referirse al mismo servicio.;D. Custom Vision proporciona una mayor precisión en la información extraída, dado que utiliza modelos con mejores procesos de entrenamiento.;B;En efecto, Custom Vision permite extender la funcionalidad por defecto de Computer Vision para adaptarse a casos de uso personalizados en los que la categorización estándar no es suficiente.
8;¿Qué características deben tener las imágenes de entrenamiento de Custom Vision?;A. Deben tener el formato JPG.;B. Deben incluir diferentes tipos de iluminación, ángulos y fondos.;C. Deben tener una resolución adecuada, de al menos 1920x1080px.;D. Deben incluir el mismo tipo de iluminación, ángulos y fondos.;B;El uso de imágenes que varían en estos aspectos permite entrenar modelos más precisos para la clasificación de imágenes nuevas, dado que se considera un amplio abanico de posibles configuraciones.
8;¿Cuál de las siguientes no es una característica del servicio Face?;A. Detección de caras similares a una dada.;B. Incorporación de filtros de imagen a las caras detectadas para corregir circunstancias habituales, como por ejemplo los ojos cerrados.;C. Agrupación de imágenes con caras de aspecto similar.;D. Comprobación de que las caras mostradas en dos imágenes pertenecen a la misma persona.;B;En efecto, el servicio Face se centra exclusivamente en la detección y comparación de caras para diferentes propósitos, pero no realiza mejoras a la imagen original.
8;¿Qué atributos incluye el JSON de resultados devuelto por detect_with_url() en el servicio Face?;A. Solo indica que se trata de una cara, pero no aporta ningún dato adicional.;B. Edad, sexo y coordenadas de posición.;C. Coordenadas de posición.;D. Coordenadas de posición y sexo.;B;El JSON incorpora la edad aproximada de la persona, su sexo y las coordenadas del rectángulo que enmarca la cara encontrada en la imagen.
8;"El servicio Form Recognizer
permite reconocer campos y valores de un formulario sin necesidad de entrenar un modelo específico para nuestros documentos:";A. Falso.;B. Verdadero.;;;B;Se puede utilizar el General Document Model para extraer información de un documento en cualquier formato. Solo en caso de que los resultados no sean satisfactorios se recomienda entrenar modelos personalizados a partir de muestras de los tipos de documentos considerados.
8;¿Cuáles son los principales casos de uso de la funcionalidad de clasificación personalizada de textos en Azure AI Language?;A. Resumen de libros.;B. Categorización automática de correos o tiques y buscadores semánticos.;C. Creación de chatbots.;D. Integración en Power BI.;B;Mediante los modelos personalizados de clasificación, es posible automatizar la lectura de correos para determinar cómo deben gestionarse. También es posible asignar etiquetas a documentos internos de una organización para facilitar su recuperación mediante búsquedas semánticas.
8;¿En qué consiste la funcionalidad de detección de entidades en Azure AI Language?;A. Permite identificar contenido ofensivo en un texto y reemplazarlo por asteriscos.;B. Permite extraer las entidades clave de un texto, tales como lugares, fechas, cantidades, nombres o marcas.;C. Permite extraer nombres de personas que aparecen en el texto.;D. Permite extraer información personal o sensible detectada en el texto.;B;Estas entidades representan información valiosa para generar la respuesta a un mensaje o ejecutar acciones relacionadas con este.
8;¿Cuáles son las tecnologías de Power Platform en las que pueden integrarse servicios cognitivos de Azure?;A. Power Apps y Power BI.;B. Power Apps, Power BI y Power Automate.;C. Power Automate y Power BI.;D. Los servicios cognitivos de Azure no pueden integrarse en la Power Platform.;B;En efecto, los servicios cognitivos pueden integrarse en los flujos creados con Power Automate, en el análisis de datos realizado con Power BI o en las funcionalidades de aplicaciones desarrolladas con Power Apps.
8;¿Cuál de los siguientes tipos de información no es identificada por la funcionalidad de detección de información personal o sensible de Azure AI Language?;A. Direcciones postales.;B. Números de identificación de asociaciones regionales.;C. Fechas.;D. Puesto que ocupa un empleado en la organización.;B;La detección de información personal o sensible se centra en aquellos elementos que pueden comprometer la confidencialidad de datos o el cumplimiento regulatorio en una organización.
8;Mod e - p22 ¿Cuál de las siguientes opciones NO es una característica del servicio Azure AI Language?;A. Clasificación de imágenes.;B. Clasificación de textos.;C. Detección de entidades.;D. Detección de tono y opiniones.;A;Azure AI Language se centra en NLP (p.ej., clasificación de textos, detección de entidades, tono/opiniones), no en visión/imágenes (Tema 8, Ideas clave, págs. 31–36).
8;Mod e - p23 ¿Qué significa la sigla OCR en el contexto del servicio Form Recognizer?;A. Optical Character Recognition.;B. Object Categorization and Recognition.;C. Online Content Review.;D. Omnichannel Customer Relationship.;A;El tema indica que Form Recognizer “se basa en tecnología de reconocimiento de textos (OCR)”, cuyo acrónimo corresponde a Optical Character Recognition (Tema 8, Ideas clave, pág. 23).
8;Mod e - p24 ¿Qué servicio se especializa en el reconocimiento de rostros y atributos faciales?;A. Computer Vision.;B. Custom Vision.;C. Face.;D. Form Recognizer.;C;El tema define Face como el servicio que identifica caras y devuelve atributos faciales (sexo, edad, etc.), por eso es el específico para rostros (Tema 8, Ideas clave, págs. 18–19).
8;Mod d - p23 ¿Qué tipo de modelos se utilizan en el servicio de generación de resúmenes de Azure AI Language?;A. Modelos de aprendizaje automático supervisado.;B. Modelos de aprendizaje automático no supervisado.;C. Modelos de clustering.;D. Modelos de IA preentrenados.;D;El tema indica que la generación de resúmenes “utiliza modelos de IA preentrenados” (Tema 8 → Azure AI Language → Generación de resúmenes, pág. 36).
8;Mod e - p24 ¿Para qué se puede utilizar el servicio de text-to-speech de Azure Cognitive Services?;A. Para analizar el sentimiento de un texto.;B. Para convertir texto en audio con voces que suenan naturales.;C. Para traducir un texto a otro idioma.;D. Para identificar el idioma principal de un texto.;B;El tema explica que el servicio convierte texto a audio y que las voces suenan naturales (Tema 8 → Speech, pág. 38).
8;"Mod D - DESARROLLO: 2) ¿Qué función va a tener el recurso creado…?

az cognitiveservices account create --name <your-resource-name> --
resource-group <your-resource-group-name> --kind FormRecognizer --
sku <sku> --location <location> --yes
(Responder en 4 líneas)";"Crea un recurso de Azure Cognitive Services de tipo Form Recognizer. 
Su función es habilitar la API para analizar documentos (OCR + estructura). 
Permite extraer texto, tablas y pares clave/valor de PDFs/imágenes. 
Luego se usan su endpoint y key para llamar al servicio desde código. ";;;;A;Se muestra que el primer paso es crear el recurso con Azure CLI para luego obtener endpoint y key y consumir la API de Form Recognizer desde Python.
9;¿Cuáles son los dos aspectos clave del paradigma MLOps?;A. Uso de MLflow y registro de modelos.;B. Automatización de tareas repetitivas mediante pipelines y registro de experimentos.;C. Registro de experimentos y ejecuciones.;D. Operacionalización de modelos y uso de servicios cloud.;B;El uso de pipelines agiliza los procesos de MLOps y además reduce errores derivados de ejecutar tareas repetitivas de forma manual. El registro de experimentos permite encontrar más fácilmente el modelo óptimo.
9;MLflow es una plataforma MLOps open-source que puede desplegarse:;A. Solo en un data center, pero no en un proveedor de nube. Para implantar MLOps en nube, es necesario utilizar las plataformas proporcionadas por el proveedor.;B. En un data center o en cualquier proveedor de nube.;C. Solo en un entorno de computación en la nube.;D. En un data center o en AWS.;B;En efecto, MLflow puede desplegarse de forma local o en la nube. En el caso de AWS, existe una integración nativa, pero también puede funcionar correctamente en cualquier otro proveedor de nube que disponga de instancias de computación.
9;Las principales funciones de MLflow son:;A. Crear experimentos, registrar ejecuciones, entrenar modelos y desplegar modelos en endpoints para inferencia;B. Crear experimentos, registrar ejecuciones, comparar métricas de rendimiento, registrar modelos y desplegar modelos.;C. Crear experimentos, registrar ejecuciones, entrenar modelos y validar modelos, comparando las métricas de rendimiento entre ellos.;D. Crear experimentos y desplegar modelos.;B;Estas funciones garantizan que se dispone de trazas suficientes acerca de todo el proceso de creación de modelos. Además, la función de despliegue agiliza la puesta en producción de estos modelos.
9;La función mlflow.start_run() de MLflow se utiliza para:;A. Declarar un nuevo experimento.;B. Señalizar el inicio de una ejecución, de manera que todas las trazas registradas queden asociadas a este run.;C. Crear un nuevo experimento, si aún no existe.;D. Señalizar el inicio de un proceso de registro de modelos.;B;La llamada a esta función provoca que las trazas que se registren a continuación quedarán asociadas a una nueva ejecución ( run ).
9;La función log_artifact() de MLFlow puede utilizarse para:;A. Registrar métricas de rendimiento con valores numéricos.;B. Registrar imágenes generadas en el proceso de validación.;C. Registrar modelos en formato binario.;D. No es una función de MLflow.;B;En efecto, la llamada a esta función puede incluir como parámetro la ruta a un fichero de imagen previamente generado para que se incorpore al conjunto de trazas de la ejecución.
9;Para desplegar un servidor de inferencias en MLflow, es necesario especificar:;A. El identificador del experimento.;B. El identificador del run y el nombre del modelo.;C. El nombre del modelo.;D. El identificador del run ;B;Cada versión de un modelo está asociada a un run y un nombre, que se asigna en la llamada a log_model().
9;Para simplificar el despliegue de una arquitectura MLOps en SageMaker, se utiliza:;A. Fargate.;B. Cloud Development Kits.;C. S3.;D. RDS.;B;Los CDKs son paquetes de iniciación o quickstarts, que permiten a los ingenieros de nube desplegar rápidamente una arquitectura de servicios.
9;La función que permite registrar trazas con MLflow en SageMaker desde el código fuente es: ;A. mlflow.start_run();B. mlflow.set_tracking_uri() ;C. mlflow.load_model();C. mlflow.load_model();B;Esta es la función que permite especificar el destino de las trazas que se generen a continuación. Este es el único cambio en el código fuente para que MLflow funcione con AWS SageMaker. 
9;La plataforma de Azure DevOps puede utilizarse para desplegar la infraestructura necesaria a través de:;A. Una service connection y el servicio Azure Resource Manager (ARM).;B. Un service principal, una service connection y el servicio Azure Resource Manager (ARM).;C. Un service principal y el servicio Azure Resource Manager (ARM).;D. Un service principal, una service connection y el servicio RDS.;B;El service principal se encarga de la autenticación, la service connection proporciona la conexión a Azure y el ARM se encarga de la provisión de los recursos de infraestructura necesarios.
9;En la arquitectura MLOps de Google, Vertex Pipelines soporta de forma nativa:;A. KubeFlow Pipelines únicamente.;B. KubeFlow Pipelines y TensorFlow Extended.;C. TensorFlow Extended únicamente.;D. KubeFlow Pipelines y Keras Pipelines.;B;KubeFlow Pipelines se utiliza para desplegar modelos en Kubernetes, mientras que TFX proporciona una funcionalidad similar en TensorFlow.
9;Mod e - p25 ¿Cuál es la ventaja de utilizar contenedores Docker en MLOps?;A. Proporcionan un entorno reproducible y portátil… (encapsulan la ejecución del proceso en contenedores);B. Reducen el coste de ejecutar modelos de aprendizaje automático.;C. Eliminan la necesidad de escribir código.;D. Simplifican el proceso de recopilación de datos.;A;Porque el tema indica que la infraestructura de MLOps se explota con contenedores Docker especializados para ejecutar partes del proceso de forma consistente.
9;Mod e - p26 ¿Qué tipo de datos se pueden registrar en un registro de experimentos de MLflow?;A. Parámetros del modelo;B. Métricas de rendimiento;C. Artefactos, como archivos de modelo e imágenes;D. Todas las anteriores;D;Porque MLflow permite registrar parámetros (log_param), métricas (log_metric) y artefactos (log_artifact).
9;Mod e - p27 ¿Cuál de las siguientes opciones NO es un paso común en un pipeline de entrenamiento de MLOps?;A. Preparación de datos;B. Entrenamiento del modelo;C. Evaluación del modelo;D. Diseño de la interfaz de usuario de la aplicación;D;Porque los pipelines MLOps cubren preparación de datos, entrenamiento y validación/selección del modelo, no tareas de UI.
9;Mod d - p26 ¿Cuál es el objetivo principal de implementar MLOps en una organización?;A. Eliminar la necesidad de científicos de datos.;B. Acelerar el ciclo de vida del aprendizaje automático y mejorar la calidad y confiabilidad de los modelos de aprendizaje automático.;C. Reducir el coste de los recursos informáticos.;D. Aumentar la complejidad de los procesos de aprendizaje automático.;B;MLOps busca hacer repetible y controlado el ciclo de vida del modelo, automatizando tareas repetitivas y registrando resultados para elegir el modelo óptimo y mejorar iterativamente.
9;Mod d - p27 ¿Qué significa la sigla CI/CD en el contexto de MLOps?;A. Integración continua y entrega continua.;B. Clasificación e inferencia de datos;C. Creación y diseño de contenedores;D. Control e interpretación de datos;A;"El tema usa CI/CD como el entorno que dispara pipelines por commits y automatiza workflows (DevOps aplicado a MLOps); las siglas no se expanden en el texto, pero se usan con ese sentido."
9;"Mod D - DESARROLLO: 1) ¿Qué instrucción debe aparecer… para dar por concluida la ejecución actual del experimento en MLflow?

with mlflow.start_run():
train(sk_model, x_train, y_train)
...
(Responder en 4 líneas)";"Debe llamarse a la instrucción: mlflow.end_run(). 
Sirve para confirmar la finalización del run actual. 
Así se evita mezclar trazas/métricas entre ejecuciones distintas. 
Va justo después del bloque with mlflow.start_run(): ...";;;;A;En el material se indica explícitamente que es importante llamar a end_run() para confirmar el fin del run y evitar mezclar trazas entre ejecuciones.
10;¿Cuál de los siguientes NO es un caso de uso de IA en el sector sanitario?;A. Uso de chatbots para automatizar el diagnóstico del paciente o asistir a los profesionales médicos en esta labor.;B. Elección de proveedores de dispositivos médicos.;C. Sistemas de auditoría.;D. Gestión del embarazo.;B;Existe un amplio abanico de casos de uso de IA en el sector sanitario, generalmente relacionados con la identificación de patrones para fines predictivos o el uso de IA generativa para procesamiento de lenguaje natural.
10;¿Para qué se utiliza la IA en los robots quirúrgicos?;A. Para la identificación de los pacientes óptimos para la intervención.;B. Para identificar qué patrones del procedimiento quirúrgico producen mejores resultados e incrementar la precisión de las intervenciones.;C. Para la evaluación de la fatiga de los profesionales médicos que operan el robot.;D. Para proporcionar información precisa de posición al robot.;B;El análisis de los datos asociados a múltiples intervenciones previas facilita la extracción de patrones para mejorar los resultados de intervenciones futuras.
10;¿Qué tipos de enfermedades puede detectar la IA mediante el análisis de imágenes médicas?;A. Únicamente cardiovasculares.;B. Cardiovasculares, neurológicas, oncológicas.;C. Únicamente neurológicas.;D. Oncológicas, cardiovasculares o de naturaleza vírica.;B;En efecto, los estudios publicados indican que la IA puede detectar eficazmente enfermedades de tipo cardiovascular, neurológico u oncológico en imágenes médicas.
10;¿Cuál de los siguientes no es un beneficio del cloud para implantar IA en el sector sanitario?;A. Capacidad para escalar.;B. El acceso a los servicios a través de una consola web.;C. Garantías de seguridad.;D. Reutilización de modelos preentrenados.;B;Los proveedores de cloud disponen de grandes infraestructuras que permiten un escalado dinámico de la capacidad de computación, así como modelos de IA preentrenados que pueden adaptarse a casos de uso particulares, y unas mayores garantías de seguridad por sus inversiones en sistemas para prevenir incidentes.
10;¿En qué consiste el Project Health Insights de Microsoft Azure?;A. Detecta cáncer de mama a partir de imágenes médicas.;B. Utiliza dos modelos preentrenados para detección del cáncer y la asignación de pacientes a ensayos clínicos.;C. Es un chat conversacional para atender a pacientes.;D. Es una base de datos de tratamientos construida por un agente de IA.;B;En efecto, Azure lanzó este proyecto para generar modelos de IA que resuelvan ambas problemáticas. Estos modelos permiten mejorar la salud de la población y ahorrar costes a las organizaciones del sector sanitario.
10;¿Qué diferencia a MedLM de un LLM (large language model) convencional?;A. MedLM se utiliza para descubrir nuevos fármacos.;B. MedLM se utiliza para responder preguntas de carácter médico.;C. MedLM se utiliza para generar modelos predictivos de demanda de servicios sanitarios.;D. MedLM se utiliza como sistema de entrenamiento de chats conversacionales basados en modelos LLM.;B;MedLM es una colección de modelos conversacionales desarrollados por Google Cloud, que están especializados en temáticas del ámbito médico. Pueden utilizarse para construir chatbots inteligentes capaces de resolver dudas a pacientes.
10;¿Cómo se utiliza la IA para mejorar la extracción de crudo y gas?;A. Se utiliza para determinar las mejores técnicas de extracción.;B. Se utiliza identificar dónde se encuentran los yacimientos analizando datos de carácter geológico.;C. Se utiliza para determinar la calidad de la extracción, en lugar de utilizar procesos manuales que requieren presencia de expertos en el yacimiento.;D. No se utiliza la IA con este propósito.;B;La capacidad de los sistemas de IA para analizar grandes volúmenes de información es clave a la hora de encontrar los patrones característicos de una ubicación en la que existe un yacimiento.
10;¿Cuál son las principales aplicaciones de la IA en el ámbito de las energías renovables?;A. Identificar nuevas opciones de energías renovables.;B. Equilibrar oferta y demanda e identificar el momento idóneo para generar energía.;C. Ajustar el precio de estas energías para garantizar que se consuma la totalidad de la energía que se ha producido.;D. No se utiliza la IA en este ámbito.;B;La consecución de este equilibrio permite optimizar el proceso de producción y reducir sus costes, potenciando la competitividad de este tipo de energías respecto a las fuentes de energía tradicionales.
10;¿Qué aspectos de los proveedores de computación en la nube se capitalizan en el sector energético?;A. El acceso a los servicios a través de una consola web y el uso de APIs.;B. La captura de información en tiempo real, la disponibilidad de infraestructura en todas las geografías, la escalabilidad y sus servicios de análisis de datos.;C. La disponibilidad de los servicios en múltiples idiomas y la posibilidad de configurarlos a través de un SDK en Python.;D. Sus servicios de análisis de datos con modelos de IA preentrenados.;B;Es precisamente la integración de todos estos servicios la que posibilita la implementación ágil de sistemas que explotan la IA en este sector.
10;La aplicación de IA para el control de plagas permite:;A. Aumentar el consumo de pesticidas.;B. Reducir el consumo de pesticidas.;C. Descubrir nuevos tipos de plagas.;D. Evitar el consumo de pesticidas.;B;El análisis de imágenes de temperatura proporcionadas por los satélites permite anticipar la aparición de una plaga y focalizar el uso de pesticidas a la zona afectada.
10;Mod e - p28 ¿Qué es Azure Data Manager for Agriculture?;A. Una plataforma de trading de productos agrícolas.;B. Un sistema de control de plagas.;C. Una solución de Azure para gestionar datos en el sector agrícola.;D. Un chatbot para agricultores.;C;En agrotech, Azure ofrece Azure Data Manager for Agriculture como solución específica para gestionar/explotar datos del sector (Tema 10, 10.4, p. 25).
10;Mod e - p29 ¿Para qué se utiliza el chatbot Ama KrushAI?;A. Para predecir la producción de las cosechas.;B. Para detectar plagas en los cultivos.;C. Para proporcionar a los granjeros info sobre prácticas agrónomas, ayudas del gobierno y financiación.;D. Para controlar la temperatura del suelo.;C;En bots conversacionales de agrotech se indica que Ama KrushAI da consejos agrónomos, ayudas y financiación (Tema 10, 10.4, p. 25).
10;Mod e - p30 ¿Cuál de los siguientes es un ejemplo de chatbot en el sector agrotech?;A. Google Health.;B. FARMER.Chat.;C. Enlitic.;D. Arterys.;B;En agrotech se lista explícitamente FARMER.Chat como bot para granjeros (Tema 10, 10.4, p. 25).
10;Mod d - p29 ¿Qué es un robo-advisor?;A. Un robot que realiza tareas administrativas en un banco.;B. Un sistema de IA que proporciona asesoramiento financiero personalizado a los clientes.;C. Un chatbot que resuelve dudas de los clientes.;D. Un algoritmo que detecta fraudes.;B;En 10.5 se define “Robo-advisors” como robots que analizan perfil inversor + evolución del mercado para recomendar inversiones (p. 28).
10;Mod d - p30 ¿Cuál de los siguientes es un caso de uso común de la IA en el sector financiero?;A. Prevención de fraudes.;B. Gestión de recursos humanos.;C. Diseño de productos.;D. Marketing digital.;A;En 10.5 aparece “Prevención de fraude” como uno de los casos de uso más notables en finanzas (p. 27).
